tweet_id,preprocessed_tweet
102731, tío creo que voy a probar con la homeopatía menuda nenaza estás hecho yo no la pienso probar hasta que la saquen pa tío 
102732, no solo lo llamó maricón sino q añadió nenaza 
102734,que pensará alejandrito al verse haciendo el paseíllo con ese meneo de culo y llorando como una nenaza 
102735, se viste y canta como una nenaza 
102736, lo peor de esa jugada es ver a la nenaza de asensio yéndose del lugar mientras casemiro está siendo rodeado por jugadores de liverpool si fuera al revés el brasileño hubiera sido el primero en saltar a defenderlo 
102737,ahora nenaza face with tears of joy no no voy de machito por la vida cuando necesitas ir de algo es que no lo eres me llamaba nenaza repasamos con miguel bosé los capítulos más duros de su biografía 
102738, además de no querer evidenciar que tienen sentimientos no vaya sé que le llamen nenaza
102739,nenaza maricona negro de mierda sudaca lopetegui etarra… de verdad no os digo lo que le haría a más de uno porque me meten en la cárcel
102740, la charla con herrera ha sido de nenaza de barrio chancluda de villa fiorito cotillita absurda qué vergüenza me dió 
102741, mira que eres niñata que poco te queda en política porque poco habéis aportado pero es que ya no aportas nada
102742, niñata falsa llorando como si se acabara d enterar te quedaste sin maíta bicho repugnante 
102743,fuera sofia ve a pegarte chocazos contra la pares niñáta secret cuentaatrs3
102744,me has llamado niñata —planteándose la posibilidad de moñearla de verdad— 
102745, ridículo q me domine una niñata d metro cincuenta
102746,aún seguís defendiendo a esta niñata inmadura pretenciosa y venida a mas si esta broma se la hace a adara o miguel y tiene problemas de este tipo que es increíble la vara de medir que tenemos secret gala10 
102747, shupala niñata desagradecida ya no te mando más nada bonito que te lo mande otro adiós me he picado
102748, venga niñata para cínica vface vomitingxotros lo dice la de un partido ultraderechista fascista y xenófobo venga a pastar 
102750, joder en serio flushed faceflushed faceflushed face no me jodas qué va a tener un bebé la amante y aysa atendiendo a la niñata en la consulta flipa 
102751, hasta la coronilla de la niñata esta y su comparsa de chiquilicuatres
102752, inconsciente niñata sicopata en la mierda que nos ha metido de nuevo en plenas fiestas por su puta mala gestión en las colas de primaria tenía que estar o en las urgencias viendo todos los contagios y aún sin tomar medidas todo vale señores madrid es libertad 
102753,solo diré puta secuela de covid voy a morir de hambre y puta niñata smiling face with 3 hearts
102754, y con el físico de una persona tampoco yo ha hecho además de quedar como una niñata en la season y montar el drama porque la echaban que baje a la tierra ella encima de que diga que no hagan famosa ha gente estúpida cuando ella ha sido la primera
102755,he sido tan niñata algunas veces k lache d vd
102756, esta es la niñata que pregona estupideces por el mundo joder tiene que haber de todo ascazo 
102757, ahora esta niñata y el misógino padre van por fidel face with tears of joyface with tears of joyface with tears of joyface with tears of joy como de les acaba el cuento con rociito ponen el ojo a su marido qué patéticos son los flores moneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth facemoneymouth face
102760, llamarla niña es un delito y cuando monedero llamo niñata a como debemos considerarlo 
102761,bestie no todos los hombres son privilegiados y menos contra una gringa payolera woman walking light skin tone 
102762,no todos los hombres son iguales no todos son malos creo que deberíamos de iniciar por ahí por aceptar de una buena vez que esta es una lucha contra las malas acciones y no precisamente contra los hombres esto si queremos tener una sociedad verdaderamente igualitaria 
102763,conozco a muchos chicos que se quejan de no todos los hombres son violadores porque not all men pero no veo a ni uno protestando de lo que dice este cerdo 
102764,fuí a cenar a 5to piso con mi psicólogo digo ya realmente no soy su paciente aunque yo la llame así aún y todo el mundo cree que es un beta smirking face mano no todos los hombres cuando invitamos a salir vamos pendiente de una ensalada de jamón y papa 
102765,las morras que dicen eres hombre y potencial violador tan bien no todos los hombres son violadores ni abusadores dejen de perpetrar el odio entre géneros 
102766,lo que más me emputa es que es el típico que dice pero no todos los hombres y luego va y hace lo mismo que todos los hombres
102767,no todos los hombres son iguales que tu elijas siempre al peor es otro tema 
102768,no todos los hombres son iguales siempre llega uno más culero que el anterior 
102769,el “men are trash” ya me tiene por el techo mira tu padre es un hombre el es trash no tu hermano puede ser hombre y maybe tampoco es trash no son fkn trash so dejen la mierda esa de que los hombres son basura por que no todos los hombres lo son loudly crying face
102770, porque en este caso nadie repara en la desigualdad de la opción no todos los hombres parrilleros de moto son delincuentes si van a prohibir que sea para todos 
102771, wooow que lindos comentarios y que ciertos no todos los hombres somos como perritos también habemos hombres con corazón y necesitados de amor mis respetos folded hands
102772, yo también lo siento no todos los hombres somos iguales de verdad se lo digo 
102773, hahahahaha desmiento nunca uso maquillaje me siento bien así pero eso es falso eligen casi siempre a las que están cargadas de filtros y retoques thinking face aparte para gustos autores no todos los hombres les gusta lo mismo y si te hace feliz usarle eso es lo que importa 
102774,“no todos los hombres alcanzan la perfección de morir hay muertos y hay cadáveres y yo seré un cadáver ” 
102775,en una publicación de víctima de agresión abuso sexual e intento de feminicidio tu respondes no todos los hombres no mija un poquito de empatia te pido 
102779, no no tiene nada que ver los hombres producen menos testosterona conforme envejecen sin embargo no todos los hombres mayores son homosexuales hay personas con desbalances hormonales que llevan a complicaciones médicas que se deben tratar nada que ver con ser gay
102780,no soy de dar consejos no todos los hombres que se casen miren mi ejemplo 
102781, odio a las mujeres todas putas y todas infieles igual los hombres son peores por eso me gustan más las minas
102782, por supuesto que le he bloqueado no debato con mononeuronales pero me alegro de ver que los demás habéis entendido lo que quiero decir no como él yo no odio a quien siente es o piensa diferente a mí no odio a las mujeres no odio a quienes no son cis hetero por ejemplo 
102783,pregunta seria si no me gusta la tía may de la trilogía de holland y prefiero a la de tobey significa que odio a las mujeres xd
102784,odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres odio a las mujeres 
102785,darle la espalda a una mujer cuando habla solo demuestra su misoginia y odio a las mujeres los de el tartufo de son misoginos y parece que la zopilota de no les puede dar clases de decencia 
102786,igual tampoco era tan linda dios santo odio a las mujeres ojalá un mundo sin ellas
102787, es odio a las mujeres y mucho fetiche sexual la pena que ese gol se lo hayan colado a mujeres supuestamente feministas y no tontas 
102789,ya me contesto valen rainbowbouquetleaf fluttering in windred heart selectorsparklesheart with arrowheart with ribbonsparkling heartrevolving heartstwo heartsbeating heartred heart selector‍firered heart selector‍firered heart selector‍🩹 ya no odio a las mujeres perdón fue un momento de furia
102790,los hombres y su violencia no están movilizados por el fem abolicionista y q increíble que alguien pueda a llegar a pensarlo sino por su odio a las mujeres y a todo lo q relacionen con la feminidad te violentan si te reconocen como trans pero también si te reconocen mujer
102791, kaffie de eso vive del odio a las mujeres pobre y que pena que siga permitiendo eso si ven en sus columnas siembre hablando pestes de las mujeres y más de las exitosas son muchas y se unieran para darle un frenon así como lo hizo 
102792,odio a las mujeres odio el cromosoma xx tengo asco a la vagina repudio la vulva maldigo el útero 
102794, gracias por la oferta pero odio a las mujeres
102795, es evidente su odio a las mujeres lo pone de manifiesto cada que habla 
102797, dios como odio a las mujeres en concreto a ti y a mi novia
102798, qué diga que odio a las mujeres busca las estadísticas mundialmente el mayor número de infanticidios son cometidos por las madres eso datos existen diéntese y busque segundo lo que estoy diciendo es que estas situaciones hay que hablaras se trate de quien se trate
102800,odiaba las mujeres y se queja con una jajajaja 21 2 22 11 11 23 cristian no se puede enojar x una foto 21 2 22 11 11 30 cristian ay como las odio a las mujeres
102801,pero es más que solo esoa mí me obligaron a la masculinidad normada cuando me decían no te pares así juega futbol no vistas rosa mas no fui socializado como hombre porque mis compañeros hombres jamás me igualaron a un chico pero yo no tenía los encantos para ser chica
102802,olvídenlo ando muy triste como para ser chica responsable pensive face
102803,ii yo creo que 1 60 es una estatura normal para ser chica es decir es lo común no lo importante es siempre poder montarte en las atracciones 
102804,como que jugar candy crush no cuenta para ser chica gamer 
102805,no es justo las chicas trans tienen ventaja porque para ser chica de verdad solo tienen que comer pollo
102806,es requisito para ser chica influencer en latinoamérica tener de foto de perfil una nalga pelada o estar en bikini yahoo respuestas
102808, te regalo mi voz si quieres para ser chica cis mi voz es algo gruesa lo cual me da algo de cosa y trato de hacerla sonar más aguda ya que siento que llama la atención idk cosas mías tal vez pero a veces me gusta pq puedo cantar canciones como si fuera chico a
102809, grande para ser chica pero mido 1 77 así que supongo que sí es normal
102810, entonces cuando un chico se opere para ser chica tendremos que decir que se somete a una agujerodelanteroplastia 
102811, defensa no jugaba especialmente bien pero me gustaba este verano me puse a jugar con mis primitos y uno me dijo para ser chica no juegas mal le dejé oye de que vas y me dice partido de la risa para tener la edad que tienes no juegas mal 
102813,buen año para ser chica uam smiling face with 3 hearts 
102814, para ser chica fitness mostras bastante lolas y colaflushed faceflushed facemusculos deportivos poquiito no 
102816, no entendí te vas a hacer una operacion para parecer chica no es que sea transfobico pero es que nose si decir para ser chica o para parecer ser chica porque
102817,nacida para ser chica de madrugada siempre por rivadavia nunca por san martín 
102818, s account is temporarily unavailable because it violates the twitter media policy learn more 
102819, jjj normal para ser chica mi mamá y mi abuela usan el mismo número
102820, qué pena que se me pasaron 30 años para ser chica porque a un bombón cómo vos ya le estoy mandando dm a disfrutar si lo consiguen 
102821,es trans me parecía un tanto masculina para ser mujer además de brutal y cruel 
102823,como que llegar a ser cuantos niveles me faltan para ser mujer chau 
102824, hay que ser muy cara dura para ser mujer y votar por kast
102825,para pensionarse para ir al médico para estudiar para ser niño para ser mujer para ser hombre para sacar el celular en la calle para andar en bicicleta para salir de noche para coger transporte público para vivir 
102826, para ser mujer estás bien pendja
102827, ahora los perdedores que fracasan compitiendo con otros hombres pueden ir a barrer a las mujeres para que todo el deporte este dominado por hombres peor epoca para ser mujer man facepalming light skin tone
102828,mis tetas son muy lindas y me da mucho malgenio que cuando se me baja la autoestima por x o y comentario que encuentro de cualquier imbécil en redes sociales pienso en que necesito operármelas no hay descanso para ser mujer 
102829,mal día para ser mujer y ser parte de la comunidad lgtbq 
102830,lo que no dicen es que el hombre que se castra para ser mujer queda de por vida atado al hospital 
102832, existen operaciones para ser mujer por un día o quince minutos quiero usar este gif 
102833,es broma no m gustan más guerras pero buen día para ser mujer en un mundo patriarcal growing heartsparklessmiling face with sunglasses
102835, que malparida tan boba acaso para ser mujer hay que entrar en una lucha para ver quien más sufre boba ridícula
102836,no hace falta tener una vagina para ser mujer y esa mujer que pasa no tiene el derecho de entrar al vestuario de mujeres o es que tiene que ser una mujer como a vosotras os parezca me parece injusto que la tengáis que tratar diferente 
102837,me parece un hermoso día para ser mujer en afganistán y gritar que alá es un hijo de puta
102838, hasta para ser mujer los hombres son mejores hahahaha
102839,feliz cumpleaños a la que dejo de ser niña para ser mujer tqm poohta
102840, no de hecho ser menopáusica es condición sine para ser mujer y haber podido menstruar lo mismo para las niñas 
102841,estoy harta quiero que sea verano otra vez para ser una chica guapísima bronceada con un collar de conchas
102843,mi ahijada me dice que para ser una chica grande solamente me falta tener un bebé deja ni quiero ser grande igual
102844, dónde pleading facenecesito mi segunda dosis para ser una chica moderna
102847,mi plan era engordar a base de gym y comida sana para ser una chica fitness no sé qué pero la verdad no me salió bien clown faceclown faceclown face
102849, me aburría como una ostra supongo que verla aun el sufrimiento psíquico es el precio a pagar para ser una chica guay pensive face
102850,estar loca es el primer paso para ser una chica guapa 
102851,carli coca dejó twitter para ser una chica tulum y conseguir a su chico mínimo de 1 80 atlético progre de izquierda y con plata y mucha gracias envidiosos
102852, ´ es que la gente se ha vuelto demasiado sensible yo le ofrecí una tostada y la cara redonda ha decidido restregármela por la cara tsk ´se cruza de brazos señalando a la joven con el pulgar ´ no tienes modales para ser una chica ´
102853,a quién hay que escribirle para ser una chica vortex yoquiero
102854, como una chica considerablemente alta para ser una chica española 1 70 m aprecio demasiado a los chicos bajitos vivan los twinks 
102856,qué debo hacer para ser una chica cocodrilo
102858,claro q tenemos frío pero para ser una chica chulisima hay q hacer sacrificios 
102859,solo me falta sacar tarjeta nueva en el para ser una chica independiente y no tener que joder a nadie con los pagos móviles woman facepalming light skin toneface with tears of joy 
102860,hoy es 1 de septiembre y eso significa organizarme para ser una chica productiva que nunca termino siendo pero que me hace sentir bien cuando me digo a mi misma que lo seré 
102861, deja de putear que pareces una puta loca por la pija ajajajaja deja de llorar vos que hace rato no venís ligando una ni con un equipo descendido preocúpense por ustedes que bien les va que nosotros no tenemos nada a que apegarnos de ustedes face with hand over mouth
102862,no lleves esa falda pareces una puta te falta calle no sabes nada de la vida tus amigas son todas unas zorras es mejor que no quedes con ellas tu hermana intenta ponerte contra mí no sabe lo que dice cállate puta 
102863,me he comprado un vestido pa salir de fiesta y me ve mi hermano y me suelta pareces una puta
102864, polito papi deja de armar show que pareces una puta guarichera vete pa la casa o algo 
102865, deja de ser un hijo de puta hueco maldito cuernavaca pareces una puta tu puta eh
102866,yo amiga te gusta este outfit amiga pareces una puta del gtaque dicen tinistas la cancelo 
102867,le mostré mi outfit de año nuevo a mi mamá y su reacción fue ay pareces una puta ysi ma era la idea
102868, calla terrorista apoyas al imbécil de pedro y todas esas lacras farsante pareces una puta barata pobre imbécil
102869,el mullet está increíble pero como no tengas el pelo limpísimo pareces una puta rata grasienta
102871,pedazo de gilipollas imbécil que no sirves pa na asquerosa sarnosa chupa pijas a 3 pesos que pareces una puta tabla bailando gilipollas
102872,mis papás no se como podes tener depresión si lo tenes todo also ellos cuando me arreglo ay no que ridícula te ves hoy tápate que pareces una puta de la calle
102873,pareces una puta estadística del rebrote att chuty
102874,mucho menos que alguien tenga el culo pegado a una silla por muchísimas horas a la semana en una oficina durante toda su vida hasta consumirse únicamente en la labor al punto de llegar a suicidarse japón te admiro pero a la vez me pareces una puta mierda en otros aspectos 
102875,no te vistas así no uses minifalta no se saques selfie no salgas sola parecés una puta vos lo habrás mirado estás provocandoah y que deprimente lo de fablet el señor que nos dice qué tenemos que hacer para que no nos violen 
102876, wey pareces una puta piedra que no entiende que la seguridad de el inmueble corre por cuenta del mismo inmueble que club américa sólo paga sus servicios 
102877,buena foto teodoro pareces una puta en decadencia 
102878, pareces una puta e calle peleando con sus clientes
102879, el truco está en ir todo el año vestida de hombre y cuando llega halloween aprovechar para disfrazarte de mujer y que te digan que pareces una puta 
102880,deja de ser tan vaga y vuelve a concentrarte en hacer bien las coreos que luego pareces una puta payasa from meto me
102881, son sociedades que no nacieron de un repollo tienen una historia la misma nota habla de la ley de paridad salarial que tienen 
102882, pues no sé tendría que primar la valía y después si hay más hombres que mujeres o más mujeres que hombres sería algo circunstancial más que paridad lo que tendría que haber es igualdad de condiciones entre hombres y mujeres 
102884, y está que cree que está pauteando a los gobiernos lacayos de la onu cree que se puede entremeter como lo hace en occidente ojalá vaya a agfanistan ella mujer poderosa los obligue a qué apliquen paridad de género apuesto que la dejarán como presidenta de los talibanes 
102885, el hijo putin y la montero conversando sobre la paridad en la guerra
102886,son muy feministas la paridad salta a la vista primero vox 
102887, quiere perseguir a quien piense diferente a él q la cni no te parece violento miente de manera descarada inventa fake news tampoco t parece violento no cree en la paridad en respeto a pueblos originarios tampoco hace cambios x conveniencia no x convicción10 05 2017 
102888,participemos en plantón exigiendo nueva ministra de la mujer gabinete sin agresores y con paridad 
102889, claro las mujeres somos más de la mitad de la población por el principio de la paridad de género clapping handsclapping handsclapping hands
102891,solo tres de las listas a cumplen con la paridad de género son y en menor proporción y y coal ici on centro esperanza es con quiénes menos cumplen 
102892,no he leído ningún tweet de protestando por la paridad del peso frente al dólar 22 95 se le habrá ido el internet o la vergüenza thinking face 
102893,man technologist light skin tonebackhand index pointing right light skin tone el día de hoy la comisión de paridad de género igualdad y no discriminación aprobó el proyecto de acuerdo sobre las acciones afirmativas a favor de mujeres jóvenes indígenas diversidad sexual discapacidad permanente migrantes y adultos mayores para el pel 2021 2022 
102895, no entiendo democracia es libre pensamiento ahora todo lo de ayer hay que cambiarlo cortenla porfis y por favor vicivilicen la violencia que las mujeres ejercen hacia los hombres y ahí hablemos de paridad de género
102896,el dólar que más sube el “contado con liqui” se acerca a los 220 y estira la brecha cambiaria al 110 la paridad bursátil trepa 14 pesos o 6 8 en enero a 219 por dólar los factores que impulsan la suba la cotización li tucumán despierta 
102897,sigan votando por moluscos está bien la paridad de género pero no mamen 
102898,ya estamos en el tercer módulo de la escuela de jóvenes líderes del presentado por el observatorio de género y diversidad primer idea para reflexionar “la paridad a diferencia de la igualdad no tiene carácter constitucional y eso debilita la democracia” 
102899,exclamation mark es fundamental generar la paridad de los puestos en todos los gobiernos com pol
102900, 200p 1 dolar esperá que cambie la paridad y vas a ver si somos evolucionados o era un problema de costos 
102901, queda demostrada tu alta inteligencia
102903,la vanguardia condenándose a un eterno retorno parricidio ergo patriarcado 
102904,que el patriarcado lo tire otra hermanas yo estoy ocupada pintándole las uñas al varon
102905,a los hombres les da lo mismo q gane el nazi total el patriarcado siempre ha estado impuesto en este país culiao lo siento mucho por las mujeres feministas lesbianas bisexuales disidentes 
102907, colonial el velo bonita que te lo han impuesto verticalmente via hermanitos musulmanes los saudies si te gusta allá tu ponte lo q te de la gana pero no lo hagas en nombre del feminismo mientras juegas a hacer de cuota d diversidad y blanqueas el patriarcado
102908,leo este maravilloso titular y lo que me encuentro es un montón de comentarios de desprecio y desprestigio sobre algo que debería enorgullecernos mientras que nosotras sigamos tirando por los suelos nuestra propia valía el patriarcado seguirá frotándose las manos a nuestra costa 
102909, el feminismo cae en esta contradiccion si la mujer ensena de mas es por el patriarcado machista pues son tratadas como objetos si la mujer se tiene que cubrir es por el patriarcado machista pues no tienen libertad de ensenar nisiquiera entre ellas se ponen de acuerdo 
102910,a wanda la cuernearon y lo primero que dice es “te cargaste una familia zorra” flaca el que te cagó es tu marido no la mujer así difícilmente se pueda superar el patriarcado
102911, ajfjsjajahjaj sino puedes contra el patriarcado úneteles
102912,quizá la china tiene un punto capaz está tirando el patriarcado desde adentro 
102913, no creo que aquí se trate de sospechar y de infamar no se muestra prueba de nada así de sencillo y si su mujer es la de los recursos hay algún problema en eso digo no siempre hemos de ser los varones no hay patriarcado tampoco en eso 
102914,y ya saben chicas cuando se quejen del patriarcado acuérdense que nosotras tenemos el privilegio de usar pollera 
102915,aplausos a todas las morras que ven primero por otras morras antes que seguir la cultura del patriarcado
102916, cierto pero también se ha quitado al talibán macho alfalfa que seguro que el muy moro vallecano le prohibía arreglarse qué feliz estaba bajo el yugo del patriarcado morado con algún moratón en las nalgas como su sueño de hacer sangrar el culo de la mariló 
102917, apenas leí la primera opinión con la palabra patriarcado en este contexto y me agarré fuerte la billetera y salí corriendo 
102918,chequen a las morritas que se organizaron para esta propuesta vamos a tirar el patriarcado con música de de fondo claro que sí purple heartaqui per re amos solas 
102920,sale paula español de la secretaria de comercio interior y será liderada por un hombre patriarcado de pie 
102921, existen casos solo que lo hombres por vergüenza no lo exponen ustedes solo piensan que los hombres solo piensan en matar o pegar mujeres 
102922, mujer pega a hombre persona equal rights equal fights la mujer se merece una ostia bien dada el imbecil de turno buscais siempre escusas para pegar mujeres misogino loudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying faceloudly crying facebitch wtf xd
102923, requisito para defensor del pueblo pegar mujeres fundamental para ejercer el cargo 
102924,porqué no le traen también a ese jugador que fue echado del mu por pegar mujeres para estar completo la imagen del club microbio 
102925, así es cada fin de mes veo lo que me quitan de irpf y ss y me voy a discriminar inmigrantes y a pegar mujeres
102926,si habláis de pegar mujeres o patearlas o amenazarlas sois cualquier cosa menos comunistas
102927, laureado por matar y en nada veremos laureado por violar por maltratar niños por pegar mujeres puestos apremiar salvajadas pues premiamos las todas al más racista al más homófobo
102928, y pegar mujeres que la grajal se hizo una revista contando que el matador le habia roto un brazo y consuelo contó que la molia a palos hemeroteca 
102929, decís que gallardo es un vende humo y no se qué más pero bien que nunca habla mal de nadie como bermúdez como román como tus jugadores que tienen causas por pegar mujeres que de lo único que viven es de tirar mierda a river 
102930,cuando fernán gómez confesó que le gustaba “pegar a las mujeres” el lado oscuro del mito si lo llega a decir el fary se lo comen como era el estupendo fernando ídolo progresista un poco por no se sabe qué mejor no ahondar 
102931, comparas un juego una película música todo ello ficción con una persona real con sus opiniones que mueve una gran cantidad de fans por otro lado willyrex puede decir chicos hay que cazar negros y pegar mujeres y no va a pasar nada verdad 
102932,realmente es una pelea de mierda los niños edgys de 13 años utilizan el 1er tuit como pretexto para hacerse los picantes squinting face with tonguesquinting face with tonguesquinting face with tonguewinking face with tonguewinking face with tonguemujeres sin derechos pegar mujeres noseque y luego van a la madre a que le haga un sanwis
102933, el problema no es que yo entienda o no si piensas que extranjero es símil de delinquir y por eso justificas la no integración el problema es de raíz hablamos de personas y tu automáticamente dices delinquir pegar mujeres porque tu cabeza pensante asocia marroquí con ello 
102936,esta gente tan maja como debe perder en lucha libre con los hombres pues ahora se dedican a pegar mujeres como espectáculo paremos esto antes de que una mujer muera esto es serio save womens sports 
102937, na no te pongas a pegar mujeres fernando 
102938, y por eso andas enseñando a pegar mujeres mal ahí mastri
102939, estos puntos masistas si pueden pegar mujeres y ya verán que no va a pasar nada
102940, luis deja twitter y vete a pegar mujeres o algo
102941,muy pinches orgullosos de que ya estan vacunados contra el covid pero nunca en su perra vida se han desparasitado no se pasen bien de verga 
102942,bien perra la que se va a ir a coachella 
102943,perra delincuencia ya solo falta que me orine un perro expressionless facesleepy face
102944,no da más de perfecta mi perra nunca nadie me dio tanto amor así
102945,estoy estudiando tomando leche y cocinándole a mi perra 3 cosas a la vez
102946, no nos compliquemos la vida por esfuerzo han puesto por ganarse apelativos simplifiquemos puchos hijos de perra hasta se dice con ganas y bien merecido a ex nicas
102947, tu perra persigue los cuestones para destruirlos en ese instante toca su pecho sentirás como late su corazón taquicardia yo lo hice una vez y comprendi su correteadera 
102948,que si no es por ted lasso ni me acuerdo perra tonta
102949,mi perra me dejó una comadreja al lado aaaa si muy lindo tu regalo uma ahora saquen esa cosa antes de q sufra 80 paros cardíacos
102950,soy r gil estoy jugando un papel que genuinamente no es el mío solo por ser una perra emocional no se cuál d mis condiciones fue peor
102951, bueno yo decidí llevar una vida free drogs así que nel ni aunque stone cold me ofrezca una ah cierto the man la hizo su perra menos aun
102952, muy buenas tardes mi perra saludos desde monterrey nl
102953,no puede ser esto es increíble que hijos de perra tan malos 
102954,pinché omar fernández pendejo es tu perra culpa
102955,mil disculpas se me ocurrió lavar el auto y salir a sacar a la perra para hacer ejercicio pues claro que iba a venir un diluvio no me imaginé lo del apagóneyes
102957,tengo todo el labio brotado y si la historia de mi perra vida 
102960,alguien está buscando adoptar una perra soy limpia y solo muerdo a veces
102961,estoy hasta la polla de el formato de ex1 que ganas de que se acabé nos hemos estancado en el peor formato posible un formato de gabubond fiesta
102962,y una polla no lo había visto esto es de puskas a mí no me jodas 
102963, diria q son la polla peeeeero 
102964, justo lo que necesito ahogándote con mi polla sin importar el desastre que dejes 
102966, tonto la pollaya te has acabado el paquete de clinex 
102967, inmediatamente te mamaría la polla después de eso podrías empujarme a través
102968, yo creo que de ser top 3 se habría ido contento pero lo de jorginho le ha tocado la polla y con razón porque ni de coña ha hecho mejor año que él lo de cr da puto cringe
102969, pero si están todo el día comiéndole la polla a laporta y xavi man facepalming light skin tone
102970,quién ha dibujao una polla en la mesa los pibes 
102971,y por cierto si llamais al numero de atencion al cliente os dicen que han cambiado de numero y si llamas a ese te cuesta 2 50 x min xddddddddddddddddd yo es que me parto la polla 
102972, ya en los 80 la polla records le dedicaba una canción a esos estafadores
102973, ventajas de tener un hijo mini versión de mi soy la polla desventaja nini versión de mi soy muy estupido 
102974,sí pero cada vez que nos tenéis enfrente mamáis polla española 
102975,jajaja a mí perro le suda la turbo polla los petardos menos mal la verdad
102976,no vale una polla hijos de puta 
102977, en la foto que has pasado has dicho que cada uno tiene sus gustos que es la verdad luego cuando ha dicho que es la polla tu simplemente dices no contradiciendote a ti mismo 
102979,una polla que tae ha seguido a jennie sin querer me meo
102980,se viene el niño polla a acabar con los sueños del atleti
102981, ay beibi la verdad que eso es mero prejuicio y homofobia no solamente los gays tenemos modismos que usamos en demasía la sociedad en general hace eso heteros qué onda rey papi vieja neni amiga pero a veces se nos cierra la perspectiva y nos vamos contra las minorías
102982,fear street part 3 1666 2021 inicio y final de la trilogía se cierra el ciclo de terror miedo y prejuicio ante el termino de diferente la constante es una buena música recomendable 8 5 10 
102983,primeras impresiones me parece un título más preciso que orgullo y prejuicio mal ahí jane 
102984,ver orgullo y prejuicio y darse cuenta que el único hombre que realmente vale la pena es mr darcy
102985, no porque era específicamente un donante gay pero el mencionó esa posibilidad entre las razones por ende había prejuicio contra los gays homofóbico 
102986, la verdad sí crea prejuicio al saber esto cambia malamente la percepción de la noticia no debería pero sí toma relevancia ese otro detalle 
102987,es que lo único que quiero es seguir leyendo orgullo y prejuicio disappointed facedisappointed facedisappointed face
102988, no soy nueva siguiéndote pero siempre es un gusto leerte mel sos genial purple heartseguí siempre amando cloy y vincenzosparkling hearttambién orgullo y prejuiciosparkling heart 
102989,dios renuncio me canse de esperar que alguien me quiera como en orgullo y prejuicio 
102990, hay grupos minúsculos que efectivamente son así subestimar me parece que solo refuerza el prejuicio 
102991, siii bueno debe ser el prejuicio por el olor bueno se lo pierden p
102992,un día fuimos dos amantes que demostraron su cariño sin importarles el prejuicio de la sociedad hoy simplemente somos dos desconocidos que tratan de olvidarse 
102993,pleno año 2022 taylor’s version y todavía hay onvrez que afirman la audacia face with rolling eyes que taylor swift no escribe sus propias canciones el prejuicio que tienen sobre ella por ser una “cantante pop” es ignorante y estúpido neta ya actualícense y cállense locico 
102994,muy bueno rolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing del prejuicio al veredicto con la evidencia en cotra qué más da 
102995,voy a ver orgullo y prejuicio por primera vez y me he preparado un jb naranja para la ocasión 
102996,podré estar teniendo unos días d mierda pero solo bastó ver orgullo y prejuicio una vez para sanarme al final solo soy una romántica empedernida
102997, yo tengo 76 y mientras viva mi mundo no se acaba y además entiendo y me adapto a lo que hay y no hay ahora calificar por la edad es un prejuicio 
102998,no es por nada pero el día que netflix quite orgullo y prejuicio de su catálogo me perderá para siempre es mi peli fav en mis días de tesis pleading face
102999, claro porque todos tienen el prejuicio ooohh ahora el estadio de san carlos se llamará san claro así más empresas apoyarían o sea acá en chile sólo 4 equipos tienen estadio propio de los cuales recién 1 se asoció a una marca 
103000, el prejuicio el conservadurismo y el miedo al cambio estamos viviendo el desmoronamiento del periodo neoliberal viva chile viva méxico viva latinoamérica 
103001,trata de personas y prostitución forzada dw documental a través de 
103002, estoy en contra de la trata y prostitución forzada hay personas que realizan servicios de scort de manera voluntaria no te voy a seguir repitiendo las cosas 
103003, delitos atroces desaparición forzada secuestro tortura desplazamiento y confinamiento genocidio de pueblos minoritarios reclutamiento forzado ataque con ácido violación de menores prostitución forzada decapitación desmembramiento etc 
103004,la vs en conflictos armados supone violación esclavitud sexual prostitución forzada embarazo forzado aborto forzado esterilización forzada matrimonio forzado y otras formas de violencia sexual graves que tienen vinculación directa o indirecta con un conflicto 
103005,solía tardar días enteros en hacer un vídeo informativo y hoy hice uno en medio día jajajaja tremendos superpoderes va a tratar sobre la trata con fines de prostitución forzada estén atentos por si gustan saber más sobre el tema eyes
103006, voluntaria por supuesto no va a contemplar holanda la pobreza de muchas de las mujeres prostituidas en prostitución forzada serán solo las mujeres de trata encerradas sin acceso a su pasaporte etc a mí no me parece que tendrá gran resultado esta medida 
103007, lo que ser suele tratar de conseguir eliminar las redes de prostitución forzada y de tráfico de personas dar asistencia y proteccion a victimas a la vez que se garantice el derecho de las mujeres que libremente ejercen la prostitución y que no provienen de estas redes 
103008,sentencia agravada de 21 años para una pareja por el delito de prostitución forzada 
103009,white heavy check markactual i zac in familiares de 7 policías presos por presunta prostitución forzada en el retén de caraballeda pidieron la revisión del caso estos funcionarios tienen excelente hoja de servicio y están siendo culpados por algo en lo que no participaron” pushpin 
